review_id,feature,opinion,sentiment,token,engagement
2349,0,feel,want,_d3PdH0x3rw,-1,"You can, if you want to feel really bloated (that's if you mix it with almond milk), but the recommended two scoops is like 800+ calories, plus the calories from almond milk (water makes it really bitter, in my opinion)."
2349,0,milk,almond,_d3PdH0x3rw,-1,"You can, if you want to feel really bloated (that's if you mix it with almond milk), but the recommended two scoops is like 800+ calories, plus the calories from almond milk (water makes it really bitter, in my opinion)."
2349,0,milk,almond,_d3PdH0x3rw,-1,"You can, if you want to feel really bloated (that's if you mix it with almond milk), but the recommended two scoops is like 800+ calories, plus the calories from almond milk (water makes it really bitter, in my opinion)."
2350,0,milk,coconut,_d3PdH0x3rw,0,I add coconut milk and a banana and it tastes much better.
2350,0,taste,better,_d3PdH0x3rw,0,I add coconut milk and a banana and it tastes much better.
2353,0,health,better,CCVqtZ-Mihs,0,better health test results?
2354,0,work,good,CCVqtZ-Mihs,1,good work!
2358,0,feel,use,FcydDS92fVw,1,You have to use Raw meal to feel like a normal person because your normal diet is deficient Its that simple.
2358,0,diet,normal,FcydDS92fVw,1,You have to use Raw meal to feel like a normal person because your normal diet is deficient Its that simple.
2358,0,diets,deficient,FcydDS92fVw,0,"Actually most our diets are deficient and the ""normal"" vitamin and nutrient supplements just don't cut it."
2358,0,vitamin,normal,FcydDS92fVw,0,"Actually most our diets are deficient and the ""normal"" vitamin and nutrient supplements just don't cut it."
2358,0,supplements,nutrient,FcydDS92fVw,0,"Actually most our diets are deficient and the ""normal"" vitamin and nutrient supplements just don't cut it."
2358,0,meal,due,FcydDS92fVw,1,I was hoping she could have 2 servings per day But not as a meal replacement but when she skips her meal due to work.
2358,0,meal,due,FcydDS92fVw,1,I was hoping she could have 2 servings per day But not as a meal replacement but when she skips her meal due to work.
2358,0,work,due,FcydDS92fVw,1,I was hoping she could have 2 servings per day But not as a meal replacement but when she skips her meal due to work.
2360,0,food,denatured,FcydDS92fVw,2,A great way to give your body everything it needs through REAL RAW FOOD and not chemicals or pills or denatured food.
2360,0,energy,more,FcydDS92fVw,2,"We felt great even with that amount, had more energy and we lost weight."
2362,0,people,many,FcydDS92fVw,0,"I've read that many people use almond milk, what do you think about using regular or soy milk?"
2362,0,milk,almond,FcydDS92fVw,0,"I've read that many people use almond milk, what do you think about using regular or soy milk?"
2362,0,milk,regular,FcydDS92fVw,0,"I've read that many people use almond milk, what do you think about using regular or soy milk?"
2362,0,milk,almond,FcydDS92fVw,0,"I've read that many people use almond milk, what do you think about using regular or soy milk?"
2362,0,milk,regular,FcydDS92fVw,0,"I've read that many people use almond milk, what do you think about using regular or soy milk?"
2363,0,loss,significant,FcydDS92fVw,-2,Has there been a significant weight loss from the time u started till now?
2365,0,trier,started,FcydDS92fVw,0,I just started with the individual packs to try it.
2366,0,review,great,FcydDS92fVw,2,"Hey great review, I'm actually doing 2 weeks just on the Raw Meal."
2366,0,milk,almond,FcydDS92fVw,0,"I just mixed it with almond milk or water, but I also cut the scoop proportion down to 1 scoop instead of 2."
2366,0,trier,wanting,FcydDS92fVw,0,"Oh btw, my son was wanting me to try this newer meal replacement called Soylent (named from the old 70's movie I think)."
2367,0,fan,big,FcydDS92fVw,0,I'm a big fan.
2368,0,trier,steep,FcydDS92fVw,2,I would like to try this as a daily meal replacement but the price is pretty steep.
2368,0,trier,like,FcydDS92fVw,2,I would like to try this as a daily meal replacement but the price is pretty steep.
2368,0,price,steep,FcydDS92fVw,2,I would like to try this as a daily meal replacement but the price is pretty steep.
2370,0,mix,great,FcydDS92fVw,2,It also mixes great with coconut water!
2370,0,water,great,FcydDS92fVw,2,It also mixes great with coconut water!
2371,0,amount,much,FcydDS92fVw,2,"Awesome video, definitely will be trying that sizing, since the required amount was just too much for me."
2371,0,things,good,FcydDS92fVw,1,I heard nothing but good things so I'm going to work on that as well.
2371,0,work,going,FcydDS92fVw,1,I heard nothing but good things so I'm going to work on that as well.
2372,0,review,honest,FcydDS92fVw,2,"thanks man, great honest review"
2372,0,review,great,FcydDS92fVw,2,"thanks man, great honest review"
2373,0,milk,almond,FcydDS92fVw,0,"Do you use sweetened almond milk, vanilla?"
2378,0,review,Nice,HHTma1o3aMo,1,Nice review
2385,0,milk,coconut,HHTma1o3aMo,0,"one apple one bannana 16oz coconut milk,,,,zoom zoom"
2388,0,milk,regular,HHTma1o3aMo,-1,i got the chocolate one and i wasted a serving i used it with water in my shaker cup and i couldnt get it down not because of the taste bc of the texture so i blended it with regular milk and chocolate powder tasted and went down easier anyone else have this eerience
2392,0,diet,elemental,HHTma1o3aMo,0,Could this be considered somewhat of a elemental diet?
2406,0,trier,wan,fK8aWM4rVt0,-3,I wanna try fitmiss I tried strong girl it's another brand that makes protein powder for women that's also available at GNC ew I hated it I wanna try fitmiss
2406,0,trier,wan,fK8aWM4rVt0,-3,I wanna try fitmiss I tried strong girl it's another brand that makes protein powder for women that's also available at GNC ew I hated it I wanna try fitmiss
2406,0,trier,wan,fK8aWM4rVt0,-3,I wanna try fitmiss I tried strong girl it's another brand that makes protein powder for women that's also available at GNC ew I hated it I wanna try fitmiss
2408,0,review,honest,fK8aWM4rVt0,2,"Great, honest review!"
2408,0,powder,protein/meal,fK8aWM4rVt0,1,I've been searching for a good protein/meal replacement powder for my Wife and went with the Chocolate and Vanilla flavors.
2408,0,powder,good,fK8aWM4rVt0,1,I've been searching for a good protein/meal replacement powder for my Wife and went with the Chocolate and Vanilla flavors.
2408,0,meal,not whole,fK8aWM4rVt0,1,"She has digestion/esophageal issues, so I'm hoping this will help when she can't get a whole meal in."
2410,0,taste,good,QnrO0mUBuWw,2,I have vanilla and i put banana and peanut butter in it and it taste pretty good
2411,0,luck,Good,QnrO0mUBuWw,2,Good luck on your journey girl!
2418,0,review,informative,6IXPtL3QsNU,0,Your review was very informative.
2427,1,milk,not unsweetened,hwF2E6ldzSQ,0,You need to use unsweetened almond milk if you don't want to use water.
2427,1,milk,not almond,hwF2E6ldzSQ,0,You need to use unsweetened almond milk if you don't want to use water.
2427,1,milk,regular,hwF2E6ldzSQ,0,No regular milk ..
2432,1,milk,almond,hwF2E6ldzSQ,1,hey maybe if you try mixing it with almond milk?
2432,1,powder,Pb2,hwF2E6ldzSQ,0,also maybe you can add some Pb2 powder in it ??
2434,0,trier,pumped,hwF2E6ldzSQ,-1,"Just ordered me some of the fitmiss burn, tone and cleanse wanted to get the z slim but they were sold out Can't wait to get my shit so pumped to try them out"
2435,0,flavors,not carb,hwF2E6ldzSQ,0,The other flavors are no carb I think.
2437,0,milk,bad,hwF2E6ldzSQ,0,I originally wanted the chocolate one that you got because I prefer chocolate to vanilla cause most times the vanilla ones can taste like ass (bad milk) but the only one they had at my local GNC was the Vanilla Chai.
2437,0,milk,whole,hwF2E6ldzSQ,0,I did a scoop of it w/12oz of whole Lactaid milk and added a banana.
2439,0,loss,desperate,hwF2E6ldzSQ,1,I just got my bottle of the fitmiss burn and I was really excited because im so desperate to loss 45 pounds.
2442,0,prices,better,hwF2E6ldzSQ,1,Girl you should check out the products on bodybuilding.com they have awesome sales a lot of the times like buy 2 get 1 free and shit like that and I was comparing prices from other sites and most of the time they had better prices.
2442,0,prices,better,hwF2E6ldzSQ,1,Girl you should check out the products on bodybuilding.com they have awesome sales a lot of the times like buy 2 get 1 free and shit like that and I was comparing prices from other sites and most of the time they had better prices.
2443,0,products,fitmiss,hwF2E6ldzSQ,1,Good I saw this video cus I was about to purchase some fitmiss products but ended up trying out the nla for her supplements.
2444,0,thing,same,6ldqM2HnIf4,0,I just said the exact same thing regarding the female based marketing..anyone can use this product so why forcefully categorize it to women??
2444,0,thing,exact,6ldqM2HnIf4,0,I just said the exact same thing regarding the female based marketing..anyone can use this product so why forcefully categorize it to women??
2444,0,product,sad,6ldqM2HnIf4,-2,so sad for such a good product.
2449,0,review,terrible,RXH5Bh7JLho,-2,"Please just remove this video, it was a terrible review."
2450,1,products,more,RXH5Bh7JLho,-1,do you think you can make a new video to see if you've gotten any more products from Fitmiss and if it worked well for you losing wait n do you know anyone that's around 200 to 270 thats taken Fitmiss n if it works for them
2451,0,taste,good,RXH5Bh7JLho,1,"I just got the Vanilla flavor this morning and taste pretty good, I put some strawberries on the shake and it was good"
2452,0,supplements,other,RXH5Bh7JLho,0,or any of the other supplements?
2453,0,milk,great,RXH5Bh7JLho,2,I have ordered the vanilla chair and its really good.... and I take it with water so I know its great with milk
2496,0,bottle,convenient,OiZ0LI29s0c,-2,"It used to come in a convenient, square shaped purple squeeze bottle that was small enough to fit in purse or pocket-travels well, no worries about a tube of toothpaste leaking since it's a powder) Thanks for reminding me about it (you can buy their tooth powders at luckyvitamin.com & they ship internationally)"
2496,0,bottle,shaped,OiZ0LI29s0c,-2,"It used to come in a convenient, square shaped purple squeeze bottle that was small enough to fit in purse or pocket-travels well, no worries about a tube of toothpaste leaking since it's a powder) Thanks for reminding me about it (you can buy their tooth powders at luckyvitamin.com & they ship internationally)"
2496,0,bottle,purple,OiZ0LI29s0c,-2,"It used to come in a convenient, square shaped purple squeeze bottle that was small enough to fit in purse or pocket-travels well, no worries about a tube of toothpaste leaking since it's a powder) Thanks for reminding me about it (you can buy their tooth powders at luckyvitamin.com & they ship internationally)"
2500,1,life,real,OiZ0LI29s0c,2,"I feel like if we met in real life, we would be awesome friends."
2502,0,protein,low,9mr2hrvNClE,-1,"Have you ever tried following a diet with ""low"" protein (10%) for a month or so to see how it impacts your strength?"
2502,0,foods,natural,9mr2hrvNClE,-3,In my eerience those eensive processed foods and protein products make no difference at all and most people are just too scared of losing muscle to try eating 100^ whole natural foods even though they don't do anything..
2502,0,foods,whole,9mr2hrvNClE,-3,In my eerience those eensive processed foods and protein products make no difference at all and most people are just too scared of losing muscle to try eating 100^ whole natural foods even though they don't do anything..
2502,0,people,most,9mr2hrvNClE,-3,In my eerience those eensive processed foods and protein products make no difference at all and most people are just too scared of losing muscle to try eating 100^ whole natural foods even though they don't do anything..
2502,0,foods,natural,9mr2hrvNClE,-3,In my eerience those eensive processed foods and protein products make no difference at all and most people are just too scared of losing muscle to try eating 100^ whole natural foods even though they don't do anything..
2502,0,foods,whole,9mr2hrvNClE,-3,In my eerience those eensive processed foods and protein products make no difference at all and most people are just too scared of losing muscle to try eating 100^ whole natural foods even though they don't do anything..
2520,0,taste,not good,XB0MTtaw4Dg,1,They just don't taste good to me no matter what I do....can you please give me some tips for making them better tasting
